0 1 0
0.00628319 0.996921 6.97177e-16
0.0125664 0.993842 1.39454e-15
0.0188496 0.990762 2.09205e-15
0.0251327 0.987681 2.7897e-15
0.0314159 0.9846 3.48745e-15
0.0376991 0.981518 4.18527e-15
0.0439823 0.978437 4.88313e-15
0.0502655 0.975355 5.58102e-15
0.0565487 0.972273 6.2789e-15
0.0628319 0.969192 6.97674e-15
0.069115 0.96611 7.67452e-15
0.0753982 0.96303 8.3722e-15
0.0816814 0.959949 9.06977e-15
0.0879646 0.956869 9.76719e-15
0.0942478 0.95379 1.04644e-14
0.100531 0.948127 1.02629e-14
0.106814 0.941023 9.56111e-15
0.113097 0.933918 8.85918e-15
0.119381 0.926811 8.1571e-15
0.125664 0.919704 7.45491e-15
0.131947 0.912595 6.75263e-15
0.13823 0.905485 6.05029e-15
0.144513 0.898376 5.34792e-15
0.150796 0.891266 4.64554e-15
0.15708 0.884156 3.94319e-15
0.163363 0.877047 3.24089e-15
0.169646 0.869939 2.53867e-15
0.175929 0.862832 1.83656e-15
0.182212 0.855726 1.13458e-15
0.188496 0.848622 4.32763e-16
0.194779 0.841242 -1.90135e-16
0.201062 0.829964 2.88113e-16
0.207345 0.818684 7.66488e-16
0.213628 0.807401 1.24497e-15
0.219911 0.796116 1.72355e-15
0.226195 0.784829 2.20219e-15
0.232478 0.773541 2.68088e-15
0.238761 0.762252 3.15961e-15
0.245044 0.750963 3.63835e-15
0.251327 0.739674 4.11709e-15
0.257611 0.728386 4.5958e-15
0.263894 0.717099 5.07447e-15
0.270177 0.705813 5.55308e-15
0.27646 0.694529 6.03161e-15
0.282743 0.683247 6.51004e-15
0.289027 0.671968 6.98835e-15
0.29531 0.658934 7.10369e-15
0.301593 0.643873 6.80141e-15
0.307876 0.628808 6.49906e-15
0.314159 0.61374 6.19665e-15
0.320442 0.598669 5.89418e-15
0.326726 0.583597 5.59168e-15
0.333009 0.568523 5.28914e-15
0.339292 0.553448 4.98659e-15
0.345575 0.538374 4.68404e-15
0.351858 0.523299 4.38149e-15
0.358142 0.508226 4.07897e-15
0.364425 0.493154 3.77647e-15
0.370708 0.478084 3.47402e-15
0.376991 0.463017 3.17163e-15
0.383274 0.447954 2.8693e-15
0.389557 0.432894 2.56705e-15
0.395841 0.415306 2.3576e-15
0.402124 0.397313 2.16277e-15
0.408407 0.379316 1.9679e-15
0.41469 0.361315 1.773e-15
0.420973 0.343313 1.57807e-15
0.427257 0.325309 1.38313e-15
0.43354 0.307303 1.18817e-15
0.439823 0.289298 9.93214e-16
0.446106 0.271293 7.9826e-16
0.452389 0.253289 6.03319e-16
0.458673 0.235287 4.08398e-16
0.464956 0.217288 2.13505e-16
0.471239 0.198245 1.18414e-16
0.477522 0.178156 1.06414e-16
0.483805 0.158065 9.44138e-17
0.490088 0.137973 8.24126e-17
0.496372 0.117881 7.04112e-17
0.502655 0.0977887 5.84101e-17
0.508938 0.077698 4.64097e-17
0.515221 0.0576094 3.44106e-17
0.521504 0.0375236 2.24132e-17
0.527788 0.0174415 1.0418e-17
0.534071 0.00306468 3.39076e-18
0.540354 0.0296254 3.27776e-17
0.546637 0.0561916 6.21704e-17
0.55292 0.082762 9.15679e-17
0.559203 0.109336 1.20969e-16
0.565487 0.135912 1.50373e-16
0.57177 0.162489 1.79778e-16
0.578053 0.189066 2.09183e-16
0.584336 0.215643 2.38587e-16
0.590619 0.242217 2.67989e-16
0.596903 0.268789 2.97388e-16
0.603186 0.29331 4.33214e-16
0.609469 0.312238 8.81258e-16
0.615752 0.33117 1.32939e-15
0.622035 0.350104 1.77759e-15
0.628319 0.369041 2.22585e-15
0.634602 0.387979 2.67413e-15
0.640885 0.406917 3.12244e-15
0.647168 0.425856 3.57074e-15
0.653451 0.444794 4.01903e-15
0.659734 0.463731 4.46728e-15
0.666018 0.482665 4.91548e-15
0.672301 0.501596 5.3636e-15
0.678584 0.520523 5.81164e-15
0.684867 0.539446 6.25957e-15
0.69115 0.553951 6.44784e-15
0.697434 0.564648 6.41204e-15
0.703717 0.575348 6.37624e-15
0.71 0.586051 6.34042e-15
0.716283 0.596755 6.3046e-15
0.722566 0.607461 6.26877e-15
0.728849 0.618168 6.23294e-15
0.735133 0.628876 6.19711e-15
0.741416 0.639584 6.16127e-15
0.747699 0.650291 6.12544e-15
0.753982 0.660999 6.08961e-15
0.760265 0.671705 6.05378e-15
0.766549 0.682409 6.01796e-15
0.772832 0.693112 5.98214e-15
0.779115 0.703813 5.94633e-15
0.785398 0.714511 5.91053e-15
0.791681 0.723138 5.89227e-15
0.797965 0.725995 5.92296e-15
0.804248 0.728852 5.95365e-15
0.810531 0.73171 5.98434e-15
0.816814 0.734569 6.01505e-15
0.823097 0.737429 6.04575e-15
0.82938 0.740288 6.07647e-15
0.835664 0.743148 6.10718e-15
0.841947 0.746008 6.13789e-15
0.84823 0.748868 6.16861e-15
0.854513 0.751727 6.19932e-15
0.860796 0.754587 6.23003e-15
0.86708 0.757446 6.26074e-15
0.873363 0.760305 6.29144e-15
0.879646 0.763163 6.32214e-15
0.885929 0.76602 6.35282e-15
0.892212 0.768877 6.3835e-15
0.898495 0.765058 6.1828e-15
0.904779 0.761176 5.97992e-15
0.911062 0.757294 5.77699e-15
0.917345 0.753411 5.57401e-15
0.923628 0.749527 5.37101e-15
0.929911 0.745643 5.16798e-15
0.936195 0.741759 4.96493e-15
0.942478 0.737874 4.76187e-15
0.948761 0.733989 4.55882e-15
0.955044 0.730105 4.35576e-15
0.961327 0.72622 4.15273e-15
0.967611 0.722337 3.94971e-15
0.973894 0.718453 3.74673e-15
0.980177 0.714571 3.54379e-15
0.98646 0.710689 3.34089e-15
0.992743 0.706809 3.13805e-15
0.999026 0.69898 2.92545e-15
1.00531 0.689599 2.70894e-15
1.01159 0.680216 2.49238e-15
1.01788 0.67083 2.27578e-15
1.02416 0.661443 2.05913e-15
1.03044 0.652054 1.84246e-15
1.03673 0.642665 1.62577e-15
1.04301 0.633275 1.40906e-15
1.04929 0.623885 1.19235e-15
1.05558 0.614495 9.75646e-16
1.06186 0.605106 7.58955e-16
1.06814 0.595717 5.42286e-16
1.07442 0.58633 3.25648e-16
1.08071 0.576945 1.09049e-16
1.08699 0.567562 -1.07503e-16
1.09327 0.558181 -3.23998e-16
1.09956 0.546981 -2.02833e-16
1.10584 0.533509 3.3924e-16
1.11212 0.520034 8.81457e-16
1.11841 0.506555 1.4238e-15
1.12469 0.493074 1.96624e-15
1.13097 0.47959 2.50875e-15
1.13726 0.466106 3.05133e-15
1.14354 0.45262 3.59394e-15
1.14982 0.439134 4.13657e-15
1.15611 0.425648 4.67919e-15
1.16239 0.412163 5.22178e-15
1.16867 0.39868 5.76433e-15
1.17496 0.385197 6.3068e-15
1.18124 0.371718 6.84918e-15
1.18752 0.358241 7.39144e-15
1.19381 0.344767 7.93357e-15
1.20009 0.330859 8.32827e-15
1.20637 0.314842 8.01528e-15
1.21265 0.298822 7.70221e-15
1.21894 0.282797 7.38906e-15
1.22522 0.266769 7.07585e-15
1.2315 0.250739 6.76259e-15
1.23779 0.234706 6.44929e-15
1.24407 0.218673 6.13597e-15
1.25035 0.202639 5.82264e-15
1.25664 0.186605 5.50931e-15
1.26292 0.170571 5.19599e-15
1.2692 0.154539 4.8827e-15
1.27549 0.138509 4.56944e-15
1.28177 0.122481 4.25624e-15
1.28805 0.106457 3.94309e-15
1.29434 0.090436 3.63002e-15
1.30062 0.0744198 3.31704e-15
1.3069 0.0575747 3.09491e-15
1.31319 0.0406318 2.88287e-15
1.31947 0.0236848 2.67077e-15
1.32575 0.00673426 2.45864e-15
1.33204 -0.0102191 2.24647e-15
1.33832 -0.0271746 2.03427e-15
1.3446 -0.0441317 1.82205e-15
1.35088 -0.0610895 1.60982e-15
1.35717 -0.0780476 1.39759e-15
1.36345 -0.0950051 1.18537e-15
1.36973 -0.111961 9.73156e-16
1.37602 -0.128916 7.6097e-16
1.3823 -0.145868 5.48816e-16
1.38858 -0.162817 3.36701e-16
1.39487 -0.179762 1.24635e-16
1.40115 -0.196702 -8.73744e-17
1.40743 -0.213208 -3.2991e-16
1.41372 -0.229461 -5.90733e-16
1.42 -0.245719 -8.51622e-16
1.42628 -0.26198 -1.11257e-15
1.43257 -0.278244 -1.37356e-15
1.43885 -0.29451 -1.63459e-15
1.44513 -0.310778 -1.89565e-15
1.45142 -0.327047 -2.15672e-15
1.4577 -0.343316 -2.41779e-15
1.46398 -0.359585 -2.67886e-15
1.47027 -0.375853 -2.93992e-15
1.47655 -0.392119 -3.20095e-15
1.48283 -0.408383 -3.46194e-15
1.48911 -0.424644 -3.72289e-15
1.4954 -0.440902 -3.98378e-15
1.50168 -0.457155 -4.2446e-15
1.50796 -0.472628 -4.5373e-15
1.51425 -0.486685 -4.88845e-15
1.52053 -0.500746 -5.23969e-15
1.52681 -0.51481 -5.59101e-15
1.5331 -0.528877 -5.9424e-15
1.53938 -0.542946 -6.29383e-15
1.54566 -0.557017 -6.64531e-15
1.55195 -0.571088 -6.99681e-15
1.55823 -0.58516 -7.34833e-15
1.56451 -0.599232 -7.69984e-15
1.5708 -0.613303 -8.05133e-15
1.57708 -0.627373 -8.40279e-15
1.58336 -0.641441 -8.75421e-15
1.58965 -0.655506 -9.10557e-15
1.59593 -0.669569 -9.45686e-15
1.60221 -0.683629 -9.80806e-15
1.6085 -0.697402 -1.00871e-14
1.61478 -0.707969 -9.54681e-15
1.62106 -0.718539 -9.00635e-15
1.62734 -0.729111 -8.46576e-15
1.63363 -0.739685 -7.92506e-15
1.63991 -0.750261 -7.38427e-15
1.64619 -0.760839 -6.84342e-15
1.65248 -0.771417 -6.30252e-15
1.65876 -0.781996 -5.7616e-15
1.66504 -0.792574 -5.22068e-15
1.67133 -0.803153 -4.67978e-15
1.67761 -0.81373 -4.13893e-15
1.68389 -0.824307 -3.59813e-15
1.69018 -0.834881 -3.05742e-15
1.69646 -0.845454 -2.51681e-15
1.70274 -0.856024 -1.97634e-15
1.70903 -0.866591 -1.43601e-15
1.71531 -0.873517 -1.26341e-15
1.72159 -0.87958 -1.17817e-15
1.72788 -0.885644 -1.09291e-15
1.73416 -0.89171 -1.00763e-15
1.74044 -0.897777 -9.22338e-16
1.74673 -0.903844 -8.37032e-16
1.75301 -0.909912 -7.51719e-16
1.75929 -0.91598 -6.66401e-16
1.76558 -0.922049 -5.81082e-16
1.77186 -0.928117 -4.95766e-16
1.77814 -0.934185 -4.10455e-16
1.78442 -0.940252 -3.25153e-16
1.79071 -0.946318 -2.39863e-16
1.79699 -0.952384 -1.54589e-16
1.80327 -0.958447 -6.93344e-17
1.80956 -0.96451 1.58979e-17
1.81584 -0.967793 2.16025e-16
1.82212 -0.968665 5.16049e-16
1.82841 -0.969536 8.16151e-16
1.83469 -0.970408 1.11632e-15
1.84097 -0.97128 1.41654e-15
1.84726 -0.972152 1.71681e-15
1.85354 -0.973025 2.01711e-15
1.85982 -0.973897 2.31742e-15
1.86611 -0.974769 2.61774e-15
1.87239 -0.975641 2.91806e-15
1.87867 -0.976514 3.21836e-15
1.88496 -0.977386 3.51864e-15
1.89124 -0.978258 3.81887e-15
1.89752 -0.97913 4.11905e-15
1.90381 -0.980001 4.41917e-15
1.91009 -0.980873 4.71921e-15
1.91637 -0.980306 4.92887e-15
1.92265 -0.975695 4.88455e-15
1.92894 -0.971083 4.84022e-15
1.93522 -0.966469 4.79588e-15
1.9415 -0.961854 4.75153e-15
1.94779 -0.957239 4.70718e-15
1.95407 -0.952624 4.66282e-15
1.96035 -0.948008 4.61845e-15
1.96664 -0.943391 4.57409e-15
1.97292 -0.938775 4.52972e-15
1.9792 -0.934159 4.48536e-15
1.98549 -0.929544 4.441e-15
